companyInternationalName,companyIdentifier,primaryIndustryType,primaryIndustryCode,entityLegalForm,largeFirm,primaryCountry,primaryStateProvince,recommendedModel,financialStatementDate,currency,units,statementType,regulatoryFilingType,auditQuality,reportingPeriod,cashAndMarketableSecurities,totalAccountsReceivable,totalInventory,totalCurrentAssets,totalAccumulatedDepreciation,totalFixedAssets,totalIntangibleAssets,totalAssets,notesPayable,debtCurrentMaturities,shortTermDebt,totalAccountsPayable,totalCurrentLiabilities,totalLongTermDebt,totalNonCurrentLiabilities,totalProvisions,totalLiabilities,retainedEarnings,netWorth,netSales,totalCostOfGoodsSold,grossIncome,totalWageExpense,totalAmortizationAndDepreciation,totalOperatingExpense,totalOperatingProfit,financeCosts,profitBeforeTaxesAndExtraordinaryExpenses,currentIncomeTaxExpense,totalExtraordinaryItems,netIncome,ebitda
LAFONTAINE KIA ANN ARBOR  21691,T001T21691,NAICS,4411,,,USA,MI,UDS 4.0,2020-07-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,13301.909142857,,,,,,-551.247428571,,,,,,
BOMMARITO TOYOTA  24085,T001T24085,NAICS,4411,,,USA,MO,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1505.977,,6348.385,,,,,12331.248,,,,,6949.421,,,,,5595.781,,77802.054,,,,244.312,,-1147.038,155.641,,,,1229.092,
BOMMARITO TOYOTA  24085,T001T24085,NAICS,4411,,,USA,MO,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,87157.257,,,,,,-1212.449,,,,,,
JEFF WYLER AUTOMOTIVE FAMILY  00634 10K 10Q,T001T00634,NAICS,4411,,,USA,TX,UDS 4.0,2024-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,62601.56,,330226.141,,,,,794747.072,,,,,342147.198,,,,,122823.835,,3709358.164,,,,26112.727,,112721.225,30611.169,,,,130076.073,
JEFF WYLER AUTOMOTIVE FAMILY  00634 10K 10Q,T001T00634,NAICS,4411,,,USA,TX,UDS 4.0,2023-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,156084.604,,,,,,6178.424,,,,,,
FORD LINCOLN FAIRFIELD  54809,T001T54809,NAICS,4411,,,USA,CA,UDS 4.0,2024-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1211.859,,36358.989,,,,,45611.78,,,,,41972.122,,,,,1706.928,,132306.822,,,,179.499,,1212.914,1249.331,,,,2055.747,
FORD LINCOLN FAIRFIELD  54809,T001T54809,NAICS,4411,,,USA,CA,UDS 4.0,2023-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,119412.877,,,,,,3987.496,,,,,,
GROUP 1 AUTOMOTIVE  INC   00259  10K 10Q,T001T00259,NAICS,4411,,,USA,AZ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,70500.0,,2558400.0,,,,,9886800.0,,,,,3503800.0,,,,,4131200.0,,20969200.0,,,,118600.0,,633800.0,277500.0,,,,478300.0,
GROUP 1 AUTOMOTIVE  INC   00259  10K 10Q,T001T00259,NAICS,4411,,,USA,AZ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,18214200.0,,,,,,786700.0,,,,,,
KRAUSE TOYOTA  37036,T001T37036,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2654.489,,2123.052,,,,,9722.639,,,,,2067.585,,,,,3865.239,,23272.913,,,,170.218,,162.912,30.497,,,,489.821,
KRAUSE TOYOTA  37036,T001T37036,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,25033.189,,,,,,274.67,,,,,,
LANDERS MCLARTY TOYOTA  41073,T001T41073,NAICS,4411,,,USA,TN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2259.918,,3929.328,,,,,10249.963,,,,,5409.66,,,,,1808.395,,48987.632,,,,25.412,,-1779.178,67.109,,,,724.28,
LANDERS MCLARTY TOYOTA  41073,T001T41073,NAICS,4411,,,USA,TN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,53463.552,,,,,,-1497.783,,,,,,
LHM TOYOTA CORONA  04915,T001T04915,NAICS,4411,,,USA,CA,UDS 4.0,2021-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2138.554,,3193.287,,,,,28846.058,,,,,3632.195,,,,,-6.889,,96095.659,,,,727.027,,5511.261,435.218,,,,5833.365,
LHM TOYOTA CORONA  04915,T001T04915,NAICS,4411,,,USA,CA,UDS 4.0,2020-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,88766.862,,,,,,2541.011,,,,,,
KEN GARFF AUTOMOTIVE GROUP  KGA   00435  10K 10Q,T001T00435,NAICS,4411,,,USA,TX,UDS 4.0,2024-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,216863.601,,1109913.374,,,,,2652761.316,,,,,1356379.17,,,,,439862.405,,6326615.329,,,,35975.886,,195555.193,78292.689,,,,207826.047,
KEN GARFF AUTOMOTIVE GROUP  KGA   00435  10K 10Q,T001T00435,NAICS,4411,,,USA,TX,UDS 4.0,2023-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,6078604.0,,,,,,209359.0,,,,,,
METRO TOYOTA  21072  DENOOYER JAGUAR  21805,T001T21072,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4387.779,,8704.49,,,,,19614.427,,,,,3843.438,,,,,14925.38,,84727.317,,,,623.002,,2702.022,293.916,,,,3587.585,
METRO TOYOTA  21072  DENOOYER JAGUAR  21805,T001T21072,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,86112.719,,,,,,2869.98,,,,,,
T CASTELLAW TOY DYERSBURG,T001T41076,NAICS,4411,,,USA,TN,UDS 4.0,2023-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,805.221,,987.465,,,,,4635.509,,,,,1376.265,,,,,3228.376,,17572.812,,,,55.52,,44.492,52.32,,,,523.472,
T CASTELLAW TOY DYERSBURG,T001T41076,NAICS,4411,,,USA,TN,UDS 4.0,2022-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,20286.704,,,,,,366.885,,,,,,
ADVANTAGE TOY RIVER OAKS  12159,T001T12159,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,936.984,,4814.071,,,,,14330.622,,,,,5854.245,,,,,6835.09,,60005.366,,,,67.744,,-1955.395,136.06,,,,496.505,
ADVANTAGE TOY RIVER OAKS  12159,T001T12159,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,63657.237,,,,,,-498.711,,,,,,
QUAKERTOWN MITSUBISHI  37200,T001T37200,NAICS,4411,,,USA,PA,UDS 4.0,2021-05-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,929.538,,1456.856,,,,,2985.778,,,,,1509.872,,,,,-1749.633,,9824.539,,,,32.069,,-358.218,10.281,,,,0.0,
QUAKERTOWN MITSUBISHI  37200,T001T37200,NAICS,4411,,,USA,PA,UDS 4.0,2020-05-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,8918.191,,,,,,-643.044,,,,,,
JUNEAU SUBARU  50510  CHRYSLER DODGE JEEP RAM  50513,T001T50510,NAICS,4411,,,USA,AK,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1238.556,,4277.769,,,,,8590.78,,,,,5084.987,,,,,752.781,,27363.071,,,,113.271,,788.306,256.337,,,,669.272,
JUNEAU SUBARU  50510  CHRYSLER DODGE JEEP RAM  50513,T001T50510,NAICS,4411,,,USA,AK,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,26354.529,,,,,,248.003,,,,,,
EDMARK TOYOTA  11036,T001T11036,NAICS,4411,,,USA,ID,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5031.381,,14227.627,,,,,55903.293,,,,,18299.467,,,,,43004.064,,192748.017,,,,1463.823,,5149.077,686.828,,,,9754.414,
EDMARK TOYOTA  11036,T001T11036,NAICS,4411,,,USA,ID,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,185757.668,,,,,,6294.031,,,,,,
TWIN CITY TOYOTA  24067,T001T24067,NAICS,4411,,,USA,MO,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,428.259,,4710.631,,,,,6770.951,,,,,4481.184,,,,,1803.793,,49179.339,,,,207.951,,1013.783,124.856,,,,2009.31,
TWIN CITY TOYOTA  24067,T001T24067,NAICS,4411,,,USA,MO,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,50118.312,,,,,,1520.95,,,,,,
DOLAN LEXUS  62702,T001T62702,NAICS,4411,,,USA,NV,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3225.718,,4996.525,,,,,17211.502,,,,,6131.445,,,,,7369.516,,103296.869,,,,676.512,,-3250.643,284.286,,,,3647.937,
DOLAN LEXUS  62702,T001T62702,NAICS,4411,,,USA,NV,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,102269.165,,,,,,-2851.386,,,,,,
PRINCIPLE VOLKSWAGEN  42438,T001T42438,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,792.344,,10486.351,,,,,17587.399,,,,,13512.739,,,,,2088.603,,57866.035,,,,284.957,,-2398.818,119.672,,,,0.0,
PRINCIPLE VOLKSWAGEN  42438,T001T42438,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,50844.019,,,,,,-1374.194,,,,,,
JOHN HARVEY TOYOTA  17057,T001T17057,NAICS,4411,,,USA,LA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4560.252,,3314.879,,,,,13303.214,,,,,4021.684,,,,,6752.809,,48469.707,,,,226.472,,-554.715,127.992,,,,907.051,
JOHN HARVEY TOYOTA  17057,T001T17057,NAICS,4411,,,USA,LA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,56052.503,,,,,,657.858,,,,,,
TOYOTA OF DALLAS  42278,T001T42278,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2424.374,,10349.261,,,,,33515.989,,,,,14698.814,,,,,153167.847,,259400.622,,,,107.942,,11231.695,65.962,,,,12721.454,
TOYOTA OF DALLAS  42278,T001T42278,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,330576.735,,,,,,17159.633,,,,,,
BILL DUBE TOYOTA  28021,T001T28021,NAICS,4411,,,USA,NH,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4222.707,,17890.131,,,,,34377.895,,,,,19852.356,,,,,8981.36,,83897.271,,,,51.23,,2859.74,134.303,,,,4948.519,
BILL DUBE TOYOTA  28021,T001T28021,NAICS,4411,,,USA,NH,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,79420.551,,,,,,3864.441,,,,,,
PREMIER TOYOTA OF AMHERST  34121,T001T34121,NAICS,4411,,,USA,OH,UDS 4.0,2024-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,301.811,,4835.42,,,,,11089.822,,,,,5731.701,,,,,2520.68,,56532.192,,,,133.501,,-754.332,76.022,,,,483.888,
PREMIER TOYOTA OF AMHERST  34121,T001T34121,NAICS,4411,,,USA,OH,UDS 4.0,2023-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,62044.109,,,,,,283.052,,,,,,
EMPIRE AUTOMOTIVE NJ  29664   MANUAL ENTRY,T001T29664,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,228.138,,2561.885,,,,,4124.173,,,,,3858.507,,,,,0.0,,0.0,,,,-27.18,,-1588.57278,144.32209,,,,0.0,
EMPIRE AUTOMOTIVE NJ  29664   MANUAL ENTRY,T001T29664,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,13224.86495,,,,,,-1567.74622,,,,,,
LEXUS OF COOL SPRINGS  64101  NASHVILLE  64130  FLAG BACK ON FOR 64101 071723,T001T64101,NAICS,4411,,,USA,TN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4531.62,,3356.537,,,,,14576.751,,,,,5946.62,,,,,1902.686,,111367.363,,,,9.6,,3459.429,63.833,,,,9153.056,
LEXUS OF COOL SPRINGS  64101  NASHVILLE  64130  FLAG BACK ON FOR 64101 071723,T001T64101,NAICS,4411,,,USA,TN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,92285.802,,,,,,3714.851,,,,,,
TOYOTA OF MUSCATINE  14050,T001T14050,NAICS,4411,,,USA,IA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,107.106,,2025.747,,,,,4428.157,,,,,1994.165,,,,,1912.676,,22662.145,,,,33.759,,286.65,32.498,,,,588.313,
TOYOTA OF MUSCATINE  14050,T001T14050,NAICS,4411,,,USA,IA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,21193.044,,,,,,193.161,,,,,,
BENNETT TOYOTA OF LEBANON  37188,T001T37188,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,696.208,,5040.965,,,,,15224.117,,,,,5905.698,,,,,7215.921,,61247.562,,,,195.37,,-491.302,53.964,,,,1018.048,
BENNETT TOYOTA OF LEBANON  37188,T001T37188,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,67576.987,,,,,,407.85,,,,,,
TOYOTA OF COLCHESTER  06049,T001T06049,NAICS,4411,,,USA,CT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,507.624,,3458.178,,,,,6226.242,,,,,1402.866,,,,,0.0,,30577.724,,,,165.826,,1054.406,151.991,,,,1632.192,
TOYOTA OF COLCHESTER  06049,T001T06049,NAICS,4411,,,USA,CT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,28373.636,,,,,,1224.454,,,,,,
SOUTHWEST TOYOTA OF LAWTON  35076,T001T35076,NAICS,4411,,,USA,OK,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1889.867,,3139.622,,,,,25738.825,,,,,6275.301,,,,,1767.823,,51493.307,,,,38.159,,-1126.367,521.239,,,,825.15,
SOUTHWEST TOYOTA OF LAWTON  35076,T001T35076,NAICS,4411,,,USA,OK,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,52672.582,,,,,,-1322.911,,,,,,
FRED BEANS TOYOTA FLEMINGTON  29104,T001T29104,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7184.004,,2736.717,,,,,15438.434,,,,,6218.255,,,,,-1959.047,,90657.387,,,,520.853,,242.005,226.162,,,,1219.145,
FRED BEANS TOYOTA FLEMINGTON  29104,T001T29104,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,82420.533,,,,,,726.053,,,,,,
KENDALL AUTOMOTIVE GROUP  01001  10K 10Q,T001T01001,NAICS,4411,,,USA,OR,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3363.511,,427903.798,,,,,969423.122,,,,,279806.777,,,,,538451.299,,2595554.505,,,,13872.686,,110475.223,12977.342,,,,116085.364,
KENDALL AUTOMOTIVE GROUP  01001  10K 10Q,T001T01001,NAICS,4411,,,USA,OR,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,2431319.429,,,,,,108324.779,,,,,,
CUMBERLAND KIA  41895,T001T41895,NAICS,4411,,,USA,TN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2211.207,,3636.753,,,,,7490.873,,,,,3186.679,,,,,7956.752,,34471.828,,,,39.164,,293.75,164.605,,,,1265.863,
CUMBERLAND KIA  41895,T001T41895,NAICS,4411,,,USA,TN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,30424.928,,,,,,980.59,,,,,,
JOHNSON LEXUS OF RALEIGH  63203  DURHAM  63231,T001T63203,NAICS,4411,,,USA,NC,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,11053.43,,25599.489,,,,,68919.689,,,,,47082.443,,,,,176892.161,,576446.149,,,,3933.334,,7481.837,2568.335,,,,31716.556,
JOHNSON LEXUS OF RALEIGH  63203  DURHAM  63231,T001T63203,NAICS,4411,,,USA,NC,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,501406.664,,,,,,4734.16,,,,,,
TOYOTA DEL OESTE  59102,T001T59102,NAICS,4411,,,USA,,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,14659.305,,6353.907,,,,,36651.224,,,,,9946.931,,,,,11684.943,,52437.428,,,,233.935,,3469.874,410.144,,,,3352.238,
TOYOTA DEL OESTE  59102,T001T59102,NAICS,4411,,,USA,,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,50970.979,,,,,,3895.699,,,,,,
VALLEY LEXUS  60442,T001T60442,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6212.257,,3981.422,,,,,16621.108,,,,,4782.197,,,,,13195.134,,91471.254,,,,700.311,,590.263,635.351,,,,4071.032,
VALLEY LEXUS  60442,T001T60442,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,73938.486,,,,,,1071.225,,,,,,
LEXUS OF THOUSAND OAKS  60403,T001T60403,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,36.084,,8856.523,,,,,29160.066,,,,,7955.113,,,,,1561.297,,122030.485,,,,847.357,,-3705.52,96.406,,,,1872.605,
LEXUS OF THOUSAND OAKS  60403,T001T60403,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,102746.842,,,,,,-4958.809,,,,,,
TOYOTA SALINAS  04046,T001T04046,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5406.38,,5422.197,,,,,25762.42,,,,,13009.962,,,,,9547.316,,122209.022,,,,685.51,,1360.51,274.444,,,,5458.284,
TOYOTA SALINAS  04046,T001T04046,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,120857.628,,,,,,3592.741,,,,,,
ELK GROVE TOYOTA  04201,T001T04201,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6760.53,,8233.393,,,,,67042.077,,,,,7068.258,,,,,67596.315,,203821.409,,,,1604.161,,7272.16,1077.486,,,,8271.085,
ELK GROVE TOYOTA  04201,T001T04201,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,204337.167,,,,,,10561.388,,,,,,
FAITH S TOYOTA FORD  44024  FORD  44976,T001T44024,NAICS,4411,,,USA,VT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2747.599,,12110.657,,,,,28008.614,,,,,16284.748,,,,,5369.742,,67150.466,,,,11.39,,-2412.888,1275.823,,,,317.996,
FAITH S TOYOTA FORD  44024  FORD  44976,T001T44024,NAICS,4411,,,USA,VT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,74793.389,,,,,,-4590.738,,,,,,
CADILLAC MARIN  54890,T001T54890,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,845.941,,6574.902,,,,,13792.413,,,,,7882.537,,,,,-2926.531,,34503.514,,,,42.399,,-3069.127,112.144,,,,0.0,
CADILLAC MARIN  54890,T001T54890,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,20946.216,,,,,,-2379.32,,,,,,
LAFONTAINE TOYOTA  21061  AFFILIATES TRMNTD 12022,T001T21061,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,798.132,,3737.562,,,,,13950.069,,,,,6591.82,,,,,1036.667,,68692.736,,,,87.186,,-1354.253,291.005,,,,456.505,
LAFONTAINE TOYOTA  21061  AFFILIATES TRMNTD 12022,T001T21061,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,63182.598,,,,,,-181.527,,,,,,
KOONS WESTMINSTER TOY,T001T19047,NAICS,4411,,,USA,MD,UDS 4.0,2023-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4543.413,,6090.067,,,,,12777.913,,,,,6351.646,,,,,4063.52,,150644.140363636,,,,737.223272727,,5933.521090909,549.088363636,,,,8059.629818182,
KOONS WESTMINSTER TOY,T001T19047,NAICS,4411,,,USA,MD,UDS 4.0,2022-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,156916.803,,,,,,9558.562,,,,,,
MAPLEWOOD TOYOTA  22035,T001T22035,NAICS,4411,,,USA,MN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6719.097,,16770.668,,,,,36360.812,,,,,16517.123,,,,,41648.046,,251840.593,,,,2026.835,,9532.317,989.028,,,,13510.65,
MAPLEWOOD TOYOTA  22035,T001T22035,NAICS,4411,,,USA,MN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,246214.331,,,,,,11815.752,,,,,,
TOYOTA OF RICHARDSON  42202,T001T42202,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7674.559,,12067.656,,,,,34063.295,,,,,15648.746,,,,,184578.538,,349222.717,,,,533.529,,22812.222,437.032,,,,24767.576,
TOYOTA OF RICHARDSON  42202,T001T42202,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,327880.567,,,,,,23632.129,,,,,,
PRICE LEBLANC TOYOTA  17014,T001T17014,NAICS,4411,,,USA,LA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,11978.113,,7860.838,,,,,31181.743,,,,,23956.922,,,,,11127.156,,123394.084,,,,711.491,,2021.187,430.394,,,,4452.168,
PRICE LEBLANC TOYOTA  17014,T001T17014,NAICS,4411,,,USA,LA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,126468.007,,,,,,1718.415,,,,,,
TOYOTA OF REDLANDS  04333,T001T04333,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6296.632,,3183.159,,,,,21036.321,,,,,7997.334,,,,,10991.13,,150644.28,,,,727.458,,5043.62,353.43,,,,5843.217,
TOYOTA OF REDLANDS  04333,T001T04333,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,144335.818,,,,,,5273.862,,,,,,
CLASSIC LEXUS  63404,T001T63404,NAICS,4411,,,USA,OH,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,13635.44,,4258.877,,,,,28173.944,,,,,10416.816,,,,,13298.865,,82013.565,,,,729.372,,1465.368,678.71,,,,2574.257,
CLASSIC LEXUS  63404,T001T63404,NAICS,4411,,,USA,OH,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,72705.661,,,,,,1575.157,,,,,,
LOYALTY CHEVY CADILLAC  45641  BUICK GMC  45XXX,T001T45641,NAICS,4411,,,USA,VA,UDS 4.0,2024-04-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,66.994,,3878.837,,,,,12685.933,,,,,1832.27,,,,,4446.917,,29273.55,,,,364.551,,-306.712,31.202,,,,352.835,
LOYALTY CHEVY CADILLAC  45641  BUICK GMC  45XXX,T001T45641,NAICS,4411,,,USA,VA,UDS 4.0,2023-04-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,33452.306,,,,,,835.986,,,,,,
TOYOTA OF DES MOINES  14044,T001T14044,NAICS,4411,,,USA,IA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7205.347,,3613.225,,,,,18215.783,,,,,2845.257,,,,,6782.428,,133546.211,,,,737.188,,4236.143,710.828,,,,6651.803,
TOYOTA OF DES MOINES  14044,T001T14044,NAICS,4411,,,USA,IA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,142148.494,,,,,,5842.98,,,,,,
